defense,season,week,opponent,QB PY,P TD,QB RY,RB1 RY,RB2+ RY,WR RY,RB1 Recep,RB1 RecY,RB2 Recep,RB2 RecY,WR1 Recep,WR1 RecY,WR2 Recep,WR2 RecY,WR3 Recep,WR3 RecY,WR4+ Recep,WR4+ RecY,TE1 Recep,TE1 RecY,TE2 Recep,TE2 RecY,QB TD,RB1 TD,RB2 TD,WR1 TD,WR2 TD,WR3 TD,WR4+ TD,TE1 TD,TE2 TD,D/ST TD,QB P+R,RB R+R
TB,2024,5,ATL,509,4,0,61,12,0,3,16,3,13,12,154,9,105,6,66,2,67,7,88,0,0,0,0,0,1,2,0,1,0,0,0,509,102
TB,2024,6,NO,243,1,27,40,12,2,5,24,2,13,1,11,1,5,1,15,7,73,3,48,2,54,0,1,0,0,0,0,1,0,0,1,270,89
TB,2024,7,BAL,281,5,52,169,4,19,1,13,3,44,1,11,4,121,1,20,0,0,2,17,5,55,0,1,1,0,1,0,0,0,2,0,333,230
TB,2024,8,ATL,276,4,16,63,33,17,7,43,0,0,4,34,4,86,3,9,0,0,4,91,1,13,0,1,0,0,1,0,0,2,0,0,292,139
TB,2024,9,KC,291,3,9,106,19,-10,1,11,4,25,0,0,8,86,3,43,3,17,14,100,1,9,0,1,1,0,2,0,0,0,0,0,300,161
TB,2024,10,SF,353,2,17,5,39,14,0,0,6,68,7,93,5,62,4,73,0,0,3,57,0,0,0,0,0,0,0,1,0,1,0,0,370,112
TB,2024,12,NYG,192,0,32,42,2,0,4,28,4,14,6,64,5,47,0,0,0,0,3,39,0,0,0,0,1,0,0,0,0,0,0,0,224,86
TB,2024,13,CAR,298,1,17,43,18,0,0,0,3,23,4,53,5,40,8,99,1,6,5,77,0,0,1,0,0,0,0,1,0,0,0,0,315,84
TB,2024,14,LV,205,0,9,1,78,0,1,-3,2,11,7,67,2,7,1,6,0,0,3,49,7,68,1,0,0,0,0,0,0,0,0,0,214,87
TB,2024,15,LAC,199,2,0,23,9,0,0,0,2,13,5,58,5,45,2,10,2,16,5,50,1,7,0,0,0,1,1,0,0,0,0,0,199,45
TB,2024,16,DAL,292,1,-4,23,1,11,3,28,0,0,7,105,2,20,1,7,6,89,6,40,1,3,0,0,1,0,1,0,0,0,0,0,288,52
TB,2024,17,CAR,203,2,8,20,11,0,0,0,0,0,5,28,5,110,1,17,3,43,1,5,0,0,0,0,0,0,2,0,0,0,0,0,211,31
TB,2024,18,NO,240,1,11,15,38,0,1,7,4,27,3,33,2,16,3,22,1,13,6,80,6,42,0,0,0,0,1,0,0,0,0,0,251,87
TEN,2024,1,CHI,93,0,15,30,14,25,0,0,0,0,4,29,5,36,1,11,2,14,1,4,1,-1,0,0,0,0,0,0,0,0,0,2,108,44
TEN,2024,2,NYJ,176,2,1,62,33,5,7,52,2,23,4,57,2,11,1,19,1,4,1,10,0,0,0,1,2,0,0,0,0,0,0,0,177,170
TEN,2024,3,GB,202,1,73,43,53,19,1,5,2,35,4,50,1,18,0,0,2,67,2,24,1,3,1,0,1,0,0,0,0,0,0,1,275,136
TEN,2024,4,MIA,96,0,40,15,32,19,3,14,0,0,4,23,4,36,1,8,0,0,0,0,2,15,1,0,0,0,0,0,0,0,0,0,136,61
TEN,2024,6,IND,189,2,1,29,51,-1,0,0,4,14,3,35,7,66,2,9,0,0,4,41,2,24,0,0,0,1,1,0,0,0,0,0,190,94
TEN,2024,7,BUF,323,2,1,32,41,0,0,0,2,10,4,66,7,65,4,125,0,0,3,52,1,5,0,1,2,1,0,0,0,0,0,0,324,83
TEN,2024,8,DET,91,3,1,127,36,0,1,6,1,5,2,7,2,14,0,0,2,6,6,48,1,8,0,1,1,1,1,0,0,1,1,1,92,174
TEN,2024,9,NE,206,1,95,16,-1,0,5,38,2,9,7,35,0,0,2,18,4,41,7,56,2,9,0,2,0,0,0,0,0,0,0,0,301,62
TEN,2024,10,LAC,164,1,32,50,59,4,3,5,0,0,2,52,2,24,1,36,1,17,5,30,0,0,1,0,1,0,1,0,0,0,0,0,196,114
TEN,2024,11,MIN,246,2,18,39,25,0,1,4,2,11,6,81,3,61,0,0,2,29,3,34,3,26,1,0,1,0,1,0,0,0,0,0,264,79
TEN,2024,12,HOU,247,2,18,22,0,0,5,23,0,0,3,72,5,92,1,6,1,8,2,20,3,26,0,0,0,0,1,0,0,0,1,1,265,45
TEN,2024,13,WAS,206,3,34,103,126,4,1,6,0,0,8,73,3,27,3,14,6,48,3,35,1,3,1,1,1,2,0,0,0,1,0,0,240,235
TEN,2024,14,JAX,220,0,3,20,55,-7,4,50,1,7,8,86,2,15,3,8,0,0,4,33,1,21,0,0,1,0,0,0,0,0,0,0,223,132
TEN,2024,15,CIN,271,3,0,97,4,0,3,16,0,0,9,94,5,88,1,5,1,2,3,37,4,29,0,2,0,0,1,0,1,0,0,1,271,117
TEN,2024,16,IND,131,1,70,218,47,0,0,0,0,0,2,19,3,61,1,36,0,0,1,15,0,0,1,3,0,0,1,0,0,0,0,0,201,265
TEN,2024,17,JAX,174,2,22,49,33,18,1,26,2,11,7,91,3,31,1,4,1,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,196,119
TEN,2024,18,HOU,178,1,11,23,173,0,1,5,2,26,5,38,2,12,2,24,3,44,3,29,0,0,0,0,1,1,0,0,0,0,0,1,189,227
WAS,2024,1,TB,289,4,19,31,62,0,6,75,2,14,8,83,5,61,1,32,1,19,1,5,0,0,0,0,0,1,2,1,0,0,0,0,308,182
WAS,2024,2,NYG,178,2,32,95,2,0,1,0,0,0,10,127,2,18,3,33,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,210,97
WAS,2024,3,CIN,324,3,4,58,62,0,5,39,2,7,6,118,5,52,3,39,0,0,4,47,4,22,0,1,0,2,1,0,0,0,0,0,328,166
WAS,2024,4,ARI,142,1,3,104,74,0,1,9,1,0,5,45,4,38,3,38,0,0,2,12,0,0,0,1,0,1,0,0,0,0,0,0,145,187
WAS,2024,5,CLE,141,1,11,47,46,0,3,2,1,16,4,60,1,16,3,11,0,0,3,22,1,14,0,0,0,0,0,0,0,1,0,0,152,111
WAS,2024,6,BAL,323,1,40,132,2,2,0,0,1,2,9,132,4,71,1,25,0,0,2,27,3,66,0,2,0,0,0,0,0,0,1,0,363,136
WAS,2024,7,CAR,89,0,3,52,34,6,0,0,1,-6,1,17,2,3,1,10,0,0,6,61,2,4,0,1,0,0,0,0,0,0,0,0,92,80
WAS,2024,8,CHI,131,0,47,129,13,13,0,0,2,27,3,41,2,39,1,7,0,0,1,14,1,3,0,1,1,0,0,0,0,0,0,0,178,169
WAS,2024,9,NYG,174,2,54,66,33,11,1,3,0,0,9,59,3,10,3,49,0,0,3,51,1,2,1,0,0,0,0,0,0,1,1,0,228,102
WAS,2024,10,PIT,195,3,3,53,80,4,0,0,2,29,5,91,2,20,0,0,1,32,3,17,1,6,0,1,0,1,0,0,1,1,0,0,198,162
WAS,2024,11,PHI,221,0,39,146,43,0,2,52,1,6,4,29,5,65,1,8,0,0,5,61,0,0,1,2,0,0,0,0,0,0,0,0,260,247
WAS,2024,12,DAL,247,2,-2,86,6,1,3,12,1,10,10,67,2,22,1,8,2,49,3,55,2,24,0,0,0,0,1,0,0,1,0,2,245,114
WAS,2024,13,TEN,212,2,-3,35,3,0,4,33,0,0,2,45,3,37,3,61,1,0,3,27,2,9,0,0,0,0,0,2,0,0,0,0,209,71
WAS,2024,15,NO,184,1,7,12,46,4,4,58,0,0,2,64,0,0,1,8,2,24,2,12,4,39,0,1,0,0,0,0,0,0,1,0,191,116
WAS,2024,16,PHI,154,1,54,150,7,0,0,0,1,6,8,97,6,51,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,208,163
WAS,2024,17,ATL,223,1,3,90,19,14,3,8,0,0,7,106,2,37,1,13,1,9,4,44,1,6,0,2,0,0,0,0,0,1,0,0,226,117
WAS,2024,18,DAL,244,0,26,72,52,0,2,12,0,0,4,98,3,15,3,53,4,38,2,12,2,16,0,1,0,0,0,0,0,0,0,0,270,136
ARI,2025,1,NO,214,0,29,45,33,0,2,12,0,0,7,54,6,33,3,26,1,13,8,76,0,0,0,1,0,0,0,0,0,0,0,0,243,90
ARI,2025,2,CAR,328,3,2,38,9,0,5,39,2,12,6,100,7,48,1,-2,3,48,7,54,4,29,0,1,0,0,2,0,0,0,0,0,330,98
ARI,2025,3,SF,284,1,-1,52,22,0,10,88,1,1,8,117,4,38,1,9,1,10,2,21,0,0,0,0,1,0,0,0,0,0,0,0,283,163
ARI,2025,4,SEA,242,1,24,81,39,11,1,29,2,5,4,79,4,26,1,10,1,17,2,44,3,32,0,0,1,0,0,0,0,0,1,0,266,154
ARI,2025,5,TEN,265,0,-6,67,17,0,3,11,0,0,5,131,2,18,1,6,2,17,4,48,4,34,0,1,0,0,0,0,0,0,0,0,259,95
ARI,2025,6,IND,212,2,20,123,7,0,4,14,1,9,2,20,6,42,2,48,0,0,6,63,1,16,1,1,0,0,1,0,0,1,0,0,232,153
ARI,2025,7,GB,179,1,22,55,17,0,1,3,1,-2,6,72,4,37,1,5,0,0,5,58,1,6,0,2,0,0,0,0,0,1,0,0,201,73
ARI,2025,9,DAL,250,1,34,83,3,3,1,0,0,0,6,79,7,85,2,12,2,10,5,50,1,14,0,0,0,0,0,1,0,0,0,1,284,86
ARI,2025,10,SEA,178,1,-6,67,114,20,1,3,0,0,5,93,1,3,2,74,0,0,0,0,1,5,0,0,2,1,0,0,0,0,0,2,172,184
ARI,2025,11,SF,200,3,-10,81,24,0,5,40,2,26,4,54,1,0,1,13,0,0,6,67,0,0,0,3,0,0,0,0,0,2,0,0,190,171
ARI,2025,12,JAX,256,3,29,86,19,0,3,30,0,0,4,50,5,71,0,0,0,0,5,93,1,12,0,1,0,1,1,0,0,0,0,0,285,135
ARI,2025,13,TB,194,1,27,7,61,0,3,22,2,20,4,42,1,5,1,5,4,80,2,9,1,11,0,0,1,0,0,0,1,0,0,0,221,110
ARI,2025,14,LAR,281,3,-4,84,169,0,2,13,1,3,7,167,4,29,1,5,2,11,3,32,2,21,0,1,2,2,0,0,0,1,0,0,277,269
ARI,2025,15,HOU,260,3,10,30,103,0,1,8,5,49,3,85,1,4,1,16,0,0,8,76,3,22,0,0,0,2,0,0,0,1,0,1,270,190
ARI,2025,16,ATL,197,2,-3,76,79,0,7,92,1,-6,3,27,2,24,0,0,0,0,7,57,1,3,1,1,0,0,0,0,0,1,0,0,194,241
ARI,2025,17,CIN,329,2,4,101,15,0,3,40,2,17,7,60,4,59,4,41,2,26,2,47,3,39,0,2,1,2,0,0,0,0,0,0,333,173
ARI,2025,18,LAR,259,4,0,60,59,24,3,21,1,10,10,76,1,6,0,0,1,19,4,36,5,91,0,0,0,1,0,0,0,2,1,0,259,150
ATL,2025,1,TB,167,3,39,37,16,9,4,8,1,2,5,51,4,67,3,39,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,206,63
ATL,2025,2,MIN,158,0,25,30,23,0,2,8,0,0,3,81,3,31,2,26,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,183,61
ATL,2025,3,CAR,121,0,7,73,30,0,2,3,1,8,3,48,2,6,2,15,1,5,2,11,3,25,1,0,1,0,0,0,0,0,0,1,128,114
ATL,2025,4,WAS,156,2,20,47,62,18,2,10,1,0,6,72,2,18,2,21,1,14,2,21,0,0,0,0,0,1,0,1,0,0,0,0,176,119
ATL,2025,6,BUF,180,2,42,87,5,0,0,0,3,30,3,11,3,33,2,60,3,27,1,19,0,0,0,0,1,0,0,0,0,1,0,0,222,122
ATL,2025,7,SF,152,0,11,129,34,0,7,72,1,10,2,14,4,31,0,0,2,14,1,11,0,0,0,2,0,0,0,0,0,0,0,0,163,245
ATL,2025,8,MIA,205,4,0,67,74,0,5,24,3,20,5,99,4,36,1,18,1,2,2,6,0,0,0,1,1,1,1,0,0,0,0,0,205,185
ATL,2025,9,NE,259,2,20,55,35,0,4,32,1,9,3,38,0,0,4,100,2,9,4,51,1,20,0,0,1,1,0,1,0,0,0,0,279,131
ATL,2025,10,IND,255,1,53,244,4,22,3,42,1,8,2,19,4,84,1,3,0,0,8,99,0,0,0,3,0,0,1,0,0,0,0,0,308,298
ATL,2025,11,CAR,448,3,-1,45,23,0,5,55,1,7,8,130,4,83,4,52,2,17,4,22,3,82,0,0,0,2,1,0,0,0,0,0,447,130
ATL,2025,12,NO,243,0,22,11,18,11,2,4,5,43,9,70,3,37,3,22,1,14,6,46,1,7,0,0,0,0,0,0,0,0,0,1,265,76
ATL,2025,13,NYJ,172,1,44,68,0,-2,2,8,0,0,8,102,4,19,1,10,0,0,2,21,2,12,1,1,0,1,0,0,0,0,0,0,216,76
ATL,2025,14,SEA,249,3,23,29,46,31,1,-1,2,20,7,92,4,67,2,35,1,9,3,27,0,0,0,0,0,2,0,1,0,0,0,1,272,94
ATL,2025,15,TB,277,2,1,20,67,0,1,6,1,11,4,64,6,132,0,0,6,58,1,6,0,0,0,0,1,0,0,0,1,1,0,0,278,104
ATL,2025,16,ARI,203,1,5,65,62,0,0,0,0,0,2,52,1,14,2,19,0,0,4,27,7,91,0,0,0,1,0,0,0,0,0,0,208,127
ATL,2025,17,LAR,269,2,0,92,23,0,3,38,0,0,5,47,4,67,2,10,0,0,6,53,2,54,0,0,0,1,0,0,0,0,1,0,269,153
ATL,2025,18,NO,259,1,34,63,11,0,5,43,0,0,4,37,5,60,2,23,1,3,3,61,3,32,1,0,0,0,0,1,0,0,0,0,293,117
BAL,2025,1,BUF,394,2,30,44,26,8,5,58,1,-1,8,112,6,64,5,61,1,3,4,48,3,49,2,1,0,1,0,0,0,1,0,0,424,127
BAL,2025,2,CLE,218,2,8,6,92,9,3,13,8,33,4,51,2,22,1,6,1,5,5,48,4,40,0,1,0,0,1,0,0,0,0,0,226,144
BAL,2025,3,DET,202,1,6,67,151,0,5,32,1,13,7,77,2,43,1,4,0,0,4,33,0,0,0,2,2,1,0,0,0,0,0,0,208,263
BAL,2025,4,KC,270,4,2,34,44,38,1,13,5,40,3,38,1,11,4,36,5,83,5,48,1,1,0,0,1,1,1,1,0,0,0,0,272,131
BAL,2025,5,HOU,267,4,33,61,60,13,0,0,0,0,4,52,4,64,3,18,6,45,5,60,3,28,0,1,0,1,0,2,1,0,0,0,300,121
BAL,2025,6,LAR,181,1,1,50,23,0,2,37,0,0,2,28,4,39,3,23,1,7,4,40,1,7,0,1,0,0,0,0,0,1,0,0,182,110
BAL,2025,8,CHI,285,0,24,45,27,0,2,26,4,73,7,114,7,33,1,-1,1,2,3,38,0,0,0,1,0,0,0,0,0,0,0,0,309,171
BAL,2025,9,MIA,261,0,1,67,6,13,6,39,1,3,6,82,3,48,2,22,2,18,0,0,5,49,0,0,0,0,0,0,0,0,0,0,262,115
BAL,2025,10,MIN,248,1,48,25,47,0,1,6,3,22,4,37,3,35,5,124,2,16,2,8,0,0,0,0,1,0,0,1,0,0,0,0,296,100
BAL,2025,11,CLE,115,0,18,59,21,8,0,0,0,0,3,21,0,0,3,52,2,9,2,26,1,7,0,0,0,0,0,0,0,0,0,1,133,80
BAL,2025,12,NYJ,222,1,19,44,7,8,4,75,1,10,2,42,6,65,1,9,0,0,3,21,0,0,0,0,0,0,1,0,0,0,0,0,241,136
BAL,2025,13,CIN,261,2,8,78,39,0,7,35,2,15,7,110,1,29,2,22,0,0,1,3,4,47,0,0,0,0,1,0,0,0,1,0,269,167
BAL,2025,14,PIT,284,1,0,13,19,0,3,49,6,27,7,148,1,31,1,4,1,13,0,0,3,21,1,1,1,0,0,0,0,0,0,0,284,108
BAL,2025,15,CIN,225,0,5,53,42,0,7,37,1,1,10,132,0,0,1,16,0,0,1,11,5,28,0,0,0,0,0,0,0,0,0,0,230,133
BAL,2025,16,NE,380,2,25,3,51,0,1,9,2,27,9,138,7,69,1,16,3,52,6,35,2,34,0,0,1,0,0,0,1,1,0,0,405,90
BAL,2025,17,GB,296,1,60,3,16,0,1,0,2,19,3,62,5,113,1,7,6,87,1,8,0,0,2,0,0,0,1,0,0,0,0,0,356,38
BAL,2025,18,PIT,294,1,20,66,10,0,5,33,8,64,3,55,3,43,5,34,2,9,1,2,4,54,0,0,1,1,0,0,0,0,1,0,314,173
BUF,2025,1,BAL,209,2,70,169,-9,8,1,13,1,3,7,143,2,10,2,35,0,0,1,5,0,0,1,2,0,1,0,1,0,0,0,0,279,176
BUF,2025,2,NYJ,83,1,70,29,11,-10,2,9,1,6,4,50,0,0,1,8,0,0,1,5,1,5,0,0,0,0,0,0,0,1,0,0,153,55
BUF,2025,3,MIA,146,2,10,62,38,20,7,29,0,0,5,49,5,39,3,12,0,0,1,13,1,4,0,0,1,1,1,0,0,0,0,0,156,129
BUF,2025,4,NO,126,1,49,70,65,5,4,2,0,0,3,20,4,47,3,22,0,0,3,28,1,7,0,0,1,1,0,0,0,0,0,0,175,137
BUF,2025,5,NE,273,0,12,14,45,0,2,13,3,8,10,146,3,43,2,17,0,0,2,46,0,0,0,2,0,0,0,0,0,0,0,0,285,80
BUF,2025,6,ATL,250,1,6,170,32,0,6,68,1,6,10,158,0,0,0,0,0,0,3,18,0,0,0,1,1,1,0,0,0,0,0,0,256,276
BUF,2025,8,CAR,175,0,1,54,50,9,0,0,0,0,7,99,2,17,0,0,3,36,1,4,3,19,0,0,1,0,0,0,0,0,0,0,176,104
BUF,2025,9,KC,250,0,5,49,12,13,1,6,0,0,2,73,3,23,1,2,4,80,4,66,0,0,0,1,0,0,0,0,1,0,0,0,255,67
BUF,2025,10,MIA,173,2,-1,174,20,4,6,51,0,0,5,84,2,9,1,7,0,0,1,22,0,0,0,2,0,1,1,0,0,0,0,0,172,245
BUF,2025,11,TB,173,1,38,51,106,7,2,11,2,34,5,40,4,54,1,6,0,0,2,28,0,0,1,0,3,0,0,0,0,0,0,0,211,202
BUF,2025,12,HOU,153,2,4,74,16,14,1,-5,1,-1,3,55,4,38,5,54,1,4,1,8,0,0,0,0,0,0,1,1,0,0,0,0,157,84
BUF,2025,13,PIT,117,0,0,35,23,0,2,9,2,25,3,32,0,0,0,0,0,0,1,6,2,45,0,1,0,0,0,0,0,0,0,0,117,92
BUF,2025,14,CIN,284,4,0,23,31,8,3,12,1,7,5,44,6,92,2,17,0,0,1,15,7,97,0,2,0,0,2,0,0,0,1,0,284,73
BUF,2025,15,NE,155,0,43,148,50,5,2,13,3,27,3,26,4,41,0,0,1,30,1,18,0,0,2,2,0,0,0,0,0,0,0,0,198,238
BUF,2025,16,CLE,157,1,49,22,59,29,5,29,5,42,3,12,0,21,1,8,2,11,4,34,0,0,0,0,0,0,0,0,0,2,0,0,206,152
BUF,2025,17,PHI,110,1,5,68,9,0,0,0,1,2,5,68,2,25,0,0,1,4,3,8,1,3,0,0,0,0,0,0,0,1,0,0,115,79
BUF,2025,18,NYJ,60,1,7,42,18,2,1,4,1,2,0,0,3,20,5,24,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,66
CAR,2025,1,JAX,178,1,12,143,30,15,3,13,1,4,6,33,1,11,3,52,0,0,4,59,1,6,0,0,0,0,1,0,0,0,1,0,190,190
CAR,2025,2,ARI,220,1,34,34,14,0,1,18,4,30,2,27,1,11,1,11,0,0,6,78,2,45,0,1,0,0,1,0,0,0,0,1,254,96
CAR,2025,3,ATL,201,0,9,72,50,0,5,39,1,0,5,55,4,44,2,20,1,9,4,39,1,-5,0,0,0,0,0,0,0,0,0,0,210,161
CAR,2025,4,NE,203,2,9,38,59,-2,1,3,2,14,6,101,1,18,1,4,0,0,2,39,1,24,1,0,2,0,0,1,0,1,0,1,212,114
CAR,2025,5,MIA,256,3,5,16,-2,0,6,30,0,0,6,110,4,0,0,0,0,0,5,78,6,38,0,1,0,1,0,0,0,1,0,0,261,44
CAR,2025,6,DAL,261,3,-1,29,0,3,5,5,2,7,9,168,3,30,1,8,0,0,3,33,2,10,0,0,1,1,0,0,0,1,0,0,260,41
CAR,2025,7,NYJ,172,0,33,38,10,0,2,14,2,22,3,29,3,60,2,16,1,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,205,84
CAR,2025,8,BUF,185,1,7,216,22,0,0,0,0,0,6,88,3,30,1,14,0,0,1,23,3,30,2,2,0,1,0,0,0,0,0,0,192,238
CAR,2025,9,GB,273,0,1,87,16,0,4,13,3,25,7,91,2,9,2,58,3,23,2,20,3,34,0,1,0,0,0,0,0,0,0,0,274,141
CAR,2025,10,NO,282,2,-3,83,22,0,3,32,3,9,5,104,1,15,0,0,0,0,4,92,3,30,0,0,0,1,0,0,0,1,0,0,279,146
CAR,2025,11,ATL,223,0,11,104,10,0,4,39,2,6,7,119,3,34,0,0,1,11,2,14,0,0,0,2,1,0,0,0,0,0,0,0,234,159
CAR,2025,12,SF,193,1,16,89,40,2,7,53,1,4,5,41,2,6,1,8,0,0,6,78,1,3,0,1,0,1,0,0,0,0,0,0,209,186
CAR,2025,13,LAR,243,2,-1,72,81,0,0,0,0,0,6,72,4,58,0,0,3,82,4,27,1,4,0,1,1,0,2,0,0,0,0,0,242,153
CAR,2025,15,NO,272,1,32,28,23,-4,1,4,3,39,6,85,5,69,1,5,3,33,4,30,1,7,0,1,0,1,0,0,0,0,0,0,304,94
CAR,2025,16,TB,145,1,49,71,48,1,0,0,2,15,1,40,5,31,5,30,3,14,2,15,0,0,0,0,1,0,1,0,0,0,0,0,194,134
CAR,2025,17,SEA,147,1,2,51,110,0,2,6,2,12,9,72,1,8,1,6,0,0,3,43,0,0,0,0,2,0,0,0,0,1,0,0,149,179
CAR,2025,18,TB,203,1,31,85,19,5,1,13,2,18,1,8,2,34,1,8,2,28,7,94,0,0,0,0,0,0,0,0,0,1,0,0,234,135
CHI,2025,1,MIN,143,2,25,68,23,4,1,7,3,44,4,44,1,28,0,0,0,0,3,15,1,5,1,0,1,1,0,0,0,0,0,0,168,142
CHI,2025,2,DET,334,5,6,94,61,16,3,10,1,4,9,115,2,108,1,14,1,29,3,26,3,28,0,1,1,3,1,0,0,0,1,0,340,169
CHI,2025,3,DAL,292,1,0,76,41,4,5,16,3,12,5,68,3,24,2,64,2,21,13,82,1,5,0,0,0,1,0,0,0,0,0,0,292,145
CHI,2025,4,LV,117,2,31,138,62,9,2,17,1,11,4,30,2,13,0,0,0,0,5,46,0,0,0,3,0,0,0,0,0,0,0,0,148,228
CHI,2025,6,WAS,211,3,52,61,5,6,1,7,3,30,4,15,1,37,3,46,1,33,6,43,0,0,0,0,0,0,0,1,1,1,0,0,263,103
CHI,2025,7,NO,233,2,12,28,8,0,3,1,0,0,5,98,4,40,1,3,0,0,5,79,2,12,0,0,0,2,0,0,0,0,0,0,245,37
CHI,2025,8,BAL,186,1,53,71,45,8,0,0,0,0,7,63,2,51,1,14,1,6,3,34,3,18,0,2,0,0,0,0,0,0,1,0,239,116
CHI,2025,9,CIN,470,4,-1,37,6,4,8,75,0,0,6,111,7,121,5,66,1,27,2,28,2,42,0,0,0,0,2,1,0,1,0,1,469,118
CHI,2025,10,NYG,287,0,78,71,20,0,1,0,3,53,6,62,4,89,0,0,0,0,7,75,1,8,2,0,0,0,0,0,0,0,0,0,365,144
CHI,2025,11,MIN,150,1,0,45,70,0,0,0,3,11,5,61,2,20,1,16,1,6,3,39,1,-3,0,1,0,0,1,0,0,0,0,0,150,126
CHI,2025,12,PIT,171,1,7,68,92,12,0,0,6,30,5,22,4,36,0,0,1,21,3,21,5,41,0,1,0,1,0,0,0,0,1,0,178,190
CHI,2025,13,PHI,230,2,31,56,0,0,0,0,1,11,10,132,5,48,1,12,0,0,2,27,0,0,0,0,0,2,0,0,0,0,0,0,261,67
CHI,2025,14,GB,234,3,-1,86,10,22,2,6,1,6,0,0,4,89,0,0,5,76,2,22,3,35,0,1,0,0,2,0,1,0,0,0,233,108
CHI,2025,15,CLE,177,0,24,21,3,0,3,-4,2,4,2,22,2,89,1,8,1,10,7,48,0,0,0,0,0,0,0,0,0,0,0,0,201,24
CHI,2025,16,GB,198,1,51,36,86,19,2,12,0,0,5,84,2,17,2,12,3,35,3,38,0,0,0,0,0,1,0,0,0,0,0,0,249,134
CHI,2025,17,SF,303,3,28,140,22,10,4,41,3,20,2,42,5,85,1,25,2,30,7,60,0,0,2,1,1,1,0,0,0,1,0,0,331,223
CHI,2025,18,DET,331,1,0,80,42,0,3,33,1,13,11,139,6,74,3,52,1,18,2,2,0,0,0,1,0,0,0,0,0,0,0,0,331,168
CIN,2025,1,CLE,290,1,6,29,11,0,8,64,1,-3,5,66,5,52,1,6,1,5,7,63,3,37,0,0,1,0,1,0,0,0,0,0,296,101
CIN,2025,2,JAX,271,3,4,71,55,9,2,18,2,32,4,49,3,22,5,57,5,76,3,17,0,0,0,1,1,0,0,1,0,0,0,0,275,176
CIN,2025,3,MIN,202,2,4,116,49,0,0,0,1,20,5,75,3,37,0,0,1,9,5,49,1,12,0,2,0,0,0,0,0,1,1,2,206,185
CIN,2025,4,DEN,326,2,7,101,62,16,1,4,5,51,5,81,4,55,6,69,0,0,4,29,4,37,1,0,1,1,0,1,0,0,0,0,333,218
CIN,2025,5,DET,258,3,-2,54,65,1,2,33,1,6,8,100,1,9,1,12,0,0,5,92,2,9,0,1,1,0,0,1,0,1,1,0,256,158
CIN,2025,6,GB,259,1,26,93,12,22,5,57,1,-4,5,55,3,86,2,15,0,0,2,43,1,7,0,2,0,0,0,0,0,1,0,0,285,158
CIN,2025,7,PIT,249,4,6,127,14,0,4,31,2,1,3,50,2,17,1,9,0,0,3,28,8,113,0,0,0,0,0,0,0,1,3,0,255,173
CIN,2025,8,NYJ,244,1,31,133,65,25,2,14,6,53,3,64,1,5,1,23,3,31,5,34,1,24,0,2,0,1,0,0,0,1,0,0,275,265
CIN,2025,9,CHI,300,3,53,176,37,17,3,22,0,0,0,0,4,72,6,58,0,0,6,118,1,10,1,0,1,0,1,1,0,2,0,0,353,235
CIN,2025,11,PIT,243,2,7,62,39,0,2,5,7,81,5,49,1,5,1,17,0,0,0,0,5,86,0,0,2,0,0,0,0,0,0,2,250,187
CIN,2025,12,NE,294,1,22,66,5,14,3,15,1,5,2,20,2,30,1,37,3,33,7,115,3,39,0,0,0,0,0,0,0,1,0,1,316,91
CIN,2025,13,BAL,246,0,27,60,36,0,1,44,2,12,2,6,0,0,2,25,0,0,4,47,6,112,0,1,1,0,0,0,0,0,0,0,273,152
CIN,2025,14,BUF,251,3,78,80,25,0,2,31,2,14,2,16,2,16,1,16,2,21,4,41,7,96,1,0,0,1,0,0,0,1,1,1,329,150
CIN,2025,15,BAL,150,2,23,100,66,0,0,0,2,32,3,68,1,32,0,0,0,0,2,18,0,0,0,0,1,1,0,0,0,0,0,1,173,198
CIN,2025,16,MIA,260,0,5,81,34,9,3,9,2,27,5,72,1,23,1,11,2,32,3,40,3,46,0,1,1,0,1,0,0,0,0,0,265,151
CIN,2025,17,ARI,212,2,0,29,13,0,2,14,2,9,5,89,0,0,2,24,0,0,10,76,0,0,0,0,0,1,0,0,0,1,0,0,212,65
CIN,2025,18,CLE,111,0,26,32,33,27,2,12,2,20,2,17,1,13,1,23,2,20,0,0,1,6,0,0,0,0,0,0,0,0,0,2,137,97
CLE,2025,1,CIN,113,1,3,43,0,0,2,8,2,6,2,26,3,33,0,0,0,0,4,26,1,14,0,1,0,0,0,0,0,1,0,0,116,57
CLE,2025,2,BAL,225,4,9,23,7,4,0,0,3,18,7,75,2,15,2,64,4,51,1,2,0,0,0,0,0,0,0,1,3,0,0,1,234,48
CLE,2025,3,GB,183,1,18,30,25,8,5,44,0,0,2,21,2,25,4,52,0,0,3,29,2,12,0,0,0,0,0,0,0,0,1,0,201,99
